600,88,1500,103,1498,243,597,227
1271,176,1524,176,1524,228,1271,228
604,246,1318,246,1318,315,604,315
601,360,1544,360,1544,432,601,432
621,455,684,455,684,492,621,492
930,455,1039,455,1039,492,930,492
1092,455,1211,455,1211,495,1092,495
783,457,850,457,850,492,783,492
1271,457,1350,457,1350,495,1271,495
1417,457,1507,457,1507,492,1417,492
942,499,1039,499,1039,539,942,539
1114,499,1211,499,1211,539,1114,539
609,502,703,502,703,539,609,539
773,502,850,502,850,539,773,539
606,567,1470,567,1470,609,606,609
611,619,825,619,825,656,611,656
930,621,960,621,960,656,930,656
696,681,1042,681,1042,803,696,803
59,786,310,786,310,833,59,833
54,843,470,840,470,888,54,891
56,898,636,894,637,943,57,947
