522,35,770,35,770,63,522,63
92,36,469,36,469,85,92,85
324,115,539,113,539,150,324,151
663,164,674,164,700,162,714,163,731,163,755,161,770,160,770,182,755,184,733,185,714,186,702,185,675,187,664,186
324,183,547,183,547,212,324,212
666,188,797,188,797,212,666,212
324,225,571,225,571,252,324,252
324,256,415,254,416,282,324,283
326,289,532,289,532,310,326,310
716,306,854,306,854,347,716,347
322,311,364,310,411,309,459,309,502,310,552,310,593,311,593,335,552,333,502,333,458,332,410,333,364,333,322,334
324,339,549,339,549,370,324,370
326,375,463,375,463,398,326,398
737,375,838,375,838,397,737,397
112,376,281,381,280,431,111,427
557,454,672,454,672,476,557,476
710,454,825,454,825,473,710,473
417,455,488,455,488,476,417,476
79,473,374,473,374,526,79,526
417,480,534,480,534,502,417,502
557,480,688,480,688,503,557,503
756,495,797,495,797,513,756,513
754,513,871,513,871,534,754,534
415,515,659,515,659,536,415,536
295,537,612,537,612,561,295,561
