602,87,1258,94,1257,149,601,142
559,143,1300,149,1300,194,559,188
159,188,395,194,394,246,158,241
1396,198,1675,198,1675,244,1396,244
1391,241,1689,241,1689,292,1391,292
153,244,403,244,403,298,153,298
150,374,726,374,726,431,150,431
144,431,644,431,644,488,144,488
738,530,1098,530,1098,579,738,579
141,536,553,536,553,582,141,582
139,587,601,587,601,652,139,652
737,590,1180,587,1181,652,738,655
738,698,1036,698,1036,743,738,743
133,701,499,698,500,746,133,749
130,760,272,760,272,817,130,817
1294,794,1575,794,1575,857,1294,857
519,853,885,840,889,975,524,987
1412,925,1634,918,1636,967,1414,974
